@stream,copy_id,@freememory,@totalmemory,@datarate
data,processing@vollmond.app.tu-dortmund.de-00ef98f2-e187-4a75-bf67-c4fba27cf190,1613738784,2732589056,304.50669914738125
data,processing@vollmond.app.tu-dortmund.de-1588fdf7-dea9-46f1-af69-87fd8b33794f,1821200760,2732589056,306.37254901960785
data,processing@vollmond.app.tu-dortmund.de-4d0922fc-e435-40b2-ad68-6f0d7e9374ec,1417285352,2732589056,302.6634382566586
data,processing@vollmond.app.tu-dortmund.de-d01a1ff6-4057-48e0-9f8e-d379146724c6,1180282568,2732589056,300.6614552014432
data,processing@vollmond.app.tu-dortmund.de-fde624e4-13a1-4149-9d26-b3a752d859f3,1195813208,2732589056,301.11412225233363
data,processing@vollmond.app.tu-dortmund.de-348490ca-aec7-4891-a026-b1155c739a5e,1511642776,2732589056,303.58227079538557
data,processing@vollmond.app.tu-dortmund.de-a9145e35-613c-4c8e-b5bd-53f1dd77d7b6,2142129496,2739929088,294.20417769932334
data,processing@vollmond.app.tu-dortmund.de-1ef32f1a-a9e8-4e0a-aac2-1611dee95f1d,1252960032,2739929088,286.94404591104734
data,processing@vollmond.app.tu-dortmund.de-6145b897-e5a9-43bf-9ede-695ec4ef41ea,692799136,2739929088,282.9654782116582
data,processing@vollmond.app.tu-dortmund.de-a529a7ab-6804-4fb1-b2b8-79aa5b445ea5,1010301144,2739929088,285.38812785388126
data,processing@vollmond.app.tu-dortmund.de-f7c64291-ad45-423b-b044-83db64cafb64,1598096656,2747269120,276.7783005812344
data,processing@vollmond.app.tu-dortmund.de-deaa3d19-4cab-469a-ba60-76ed49518e45,966854744,2747269120,272.33115468409585
data,processing@vollmond.app.tu-dortmund.de-1d47b9d0-f162-4f2b-abf9-94146a33082a,1544048280,2747269120,276.3957987838585
data,processing@vollmond.app.tu-dortmund.de-62c03adf-7cca-45cc-8e03-b92d5e47e725,2032058656,2758279168,267.5943270002676
data,processing@vollmond.app.tu-dortmund.de-a12cec58-f3aa-446a-a3fe-8b0d7f84ec22,1581298336,2758279168,264.48029621793177
data,processing@vollmond.app.tu-dortmund.de-a234ab39-62f5-4b9f-bacf-e3e939cac33a,2093913248,2758279168,268.0965147453083
data,processing@vollmond.app.tu-dortmund.de-08757374-18a8-4c30-8846-446e4d30648b,1762740952,2758279168,265.6748140276302
data,processing@vollmond.app.tu-dortmund.de-f7d1e9d0-947e-450f-a8f3-accbb072e15e,1358493424,2758279168,263.0194634402946
data,processing@vollmond.app.tu-dortmund.de-4af98af9-664a-4bdd-ac8b-79190e55e371,467922104,2758279168,257.2678157962439
data,processing@vollmond.app.tu-dortmund.de-d3e0156c-4aa6-4a68-870a-9634bfb39b2b,483493088,2758279168,257.46652935118436
data,processing@vollmond.app.tu-dortmund.de-d94947d7-ff9c-456e-8d14-74e63241075c,1274244776,2778202112,240.67388688327316
